SIZE,FUEL,DISTANCE,AIRFLOW,FREQUENCY,STATUS,DESIBEL_DISCRETE
3,thinner,150,3.4,19,non_extinction,0
3,thinner,150,3.3,18,non_extinction,0
3,thinner,150,4.5,17,non_extinction,0
3,thinner,150,4.9,16,non_extinction,0
3,thinner,150,6,15,extinction,0
3,thinner,150,6.3,14,non_extinction,0
3,thinner,150,4.4,13,non_extinction,0
3,thinner,150,2.7,12,non_extinction,0
3,thinner,150,2.3,11,non_extinction,0
3,thinner,150,2.8,10,non_extinction,0
3,thinner,150,2.3,9,non_extinction,0
3,thinner,150,2.8,8,non_extinction,0
3,thinner,150,3.1,7,non_extinction,0
3,thinner,150,4.3,6,non_extinction,0
3,thinner,150,4.8,5,non_extinction,0
3,thinner,150,5.2,4,non_extinction,0
3,thinner,150,3.7,3,non_extinction,0
3,thinner,150,2.2,2,non_extinction,0
3,thinner,150,0,1,non_extinction,0
3,thinner,160,0,75,non_extinction,0
3,thinner,160,0,72,non_extinction,0
3,thinner,160,0,70,non_extinction,0
3,thinner,160,0,68,non_extinction,0
3,thinner,160,0,67,non_extinction,0
3,thinner,160,1,66,non_extinction,0
3,thinner,160,1.5,65,non_extinction,1
3,thinner,160,2.5,60,non_extinction,0
3,thinner,160,1.9,55,non_extinction,0
3,thinner,160,2.7,52,non_extinction,0
3,thinner,160,2.7,51,non_extinction,1
3,thinner,160,2.8,50,non_extinction,0
3,thinner,160,2.7,48,non_extinction,1
3,thinner,160,3.3,47,non_extinction,0
3,thinner,160,3.6,46,non_extinction,0
3,thinner,160,3.9,45,non_extinction,0
3,thinner,160,3.4,44,non_extinction,0
3,thinner,160,3.7,42,non_extinction,1
3,thinner,160,4,40,non_extinction,0
3,thinner,160,4.2,38,non_extinction,1
3,thinner,160,4.4,36,non_extinction,1
3,thinner,160,4.4,35,non_extinction,0
3,thinner,160,4.8,34,non_extinction,0
3,thinner,160,5.3,33,non_extinction,0
3,thinner,160,5.8,32,non_extinction,0
3,thinner,160,6,30,non_extinction,0
3,thinner,160,6.3,28,non_extinction,0
3,thinner,160,6.5,27,non_extinction,0
3,thinner,160,5.2,26,non_extinction,0
3,thinner,160,4.9,25,non_extinction,0
3,thinner,160,5.7,24,non_extinction,0
3,thinner,160,4.2,23,non_extinction,0
3,thinner,160,3.4,22,non_extinction,0
3,thinner,160,3.2,21,non_extinction,0
3,thinner,160,3.3,20,non_extinction,0
3,thinner,160,3.9,19,non_extinction,0
3,thinner,160,3.9,18,non_extinction,0
3,thinner,160,4,17,non_extinction,0
3,thinner,160,3.4,16,non_extinction,0
3,thinner,160,4.4,15,extinction,0
3,thinner,160,5.6,14,non_extinction,0
3,thinner,160,4,13,non_extinction,0
3,thinner,160,2.3,12,non_extinction,0
3,thinner,160,2.2,11,non_extinction,0
3,thinner,160,2.2,10,non_extinction,0
3,thinner,160,2.1,9,non_extinction,0
3,thinner,160,2.7,8,non_extinction,0
3,thinner,160,2.9,7,non_extinction,0
3,thinner,160,3.7,6,non_extinction,0
3,thinner,160,3.2,5,non_extinction,0
3,thinner,160,3.3,4,non_extinction,0
3,thinner,160,3.1,3,non_extinction,0
3,thinner,160,1.4,2,non_extinction,0
3,thinner,160,0,1,non_extinction,0
3,thinner,170,0,75,non_extinction,1
3,thinner,170,0,72,non_extinction,0
3,thinner,170,0,70,non_extinction,1
3,thinner,170,0,68,non_extinction,0
3,thinner,170,0,67,non_extinction,0
3,thinner,170,0,66,non_extinction,0
3,thinner,170,1.3,65,non_extinction,1
3,thinner,170,2.2,60,non_extinction,0
3,thinner,170,1.7,55,non_extinction,0
3,thinner,170,2.3,52,non_extinction,0
3,thinner,170,2.3,51,non_extinction,1
3,thinner,170,2.7,50,non_extinction,0
3,thinner,170,2.8,48,non_extinction,1
3,thinner,170,3.2,47,non_extinction,0
3,thinner,170,3.2,46,non_extinction,0
3,thinner,170,3.4,45,non_extinction,0
3,thinner,170,3.6,44,non_extinction,0
3,thinner,170,3.4,42,non_extinction,1
3,thinner,170,3.2,40,non_extinction,0
3,thinner,170,3.4,38,non_extinction,1
3,thinner,170,3.4,36,non_extinction,1
3,thinner,170,3.7,35,non_extinction,0
3,thinner,170,4,34,non_extinction,0
3,thinner,170,4.2,33,non_extinction,0
3,thinner,170,3.7,32,non_extinction,0
3,thinner,170,3.7,30,non_extinction,0
3,thinner,170,4.2,28,non_extinction,0
3,thinner,170,4.4,27,non_extinction,0
3,thinner,170,4.6,26,non_extinction,0
3,thinner,170,4.2,25,non_extinction,0
3,thinner,170,4.3,24,non_extinction,0
3,thinner,170,4.2,23,non_extinction,0
3,thinner,170,3.8,22,non_extinction,0
3,thinner,170,3.7,21,non_extinction,0
3,thinner,170,3.9,20,non_extinction,0
3,thinner,170,3.6,19,non_extinction,0
3,thinner,170,3.6,18,non_extinction,0
3,thinner,170,4.2,17,non_extinction,0
3,thinner,170,3.3,16,non_extinction,0
3,thinner,170,3.1,15,extinction,0
3,thinner,170,3.3,14,non_extinction,0
3,thinner,170,2.8,13,non_extinction,0
3,thinner,170,2.2,12,non_extinction,0
3,thinner,170,1.3,11,non_extinction,0
3,thinner,170,2,10,non_extinction,0
3,thinner,170,2.1,9,non_extinction,0
3,thinner,170,2.2,8,non_extinction,0
3,thinner,170,2,7,non_extinction,0
3,thinner,170,3.1,6,non_extinction,0
3,thinner,170,3.3,5,non_extinction,0
3,thinner,170,3.6,4,non_extinction,0
3,thinner,170,2,3,non_extinction,0
3,thinner,170,1.4,2,non_extinction,0
3,thinner,170,0,1,non_extinction,0
3,thinner,180,0,75,non_extinction,1
3,thinner,180,0,72,non_extinction,0
3,thinner,180,0,70,non_extinction,0
3,thinner,180,0,68,non_extinction,0
3,thinner,180,0,67,non_extinction,0
3,thinner,180,0,66,non_extinction,1
3,thinner,180,1.1,65,non_extinction,1
3,thinner,180,2.1,60,non_extinction,0
3,thinner,180,1.5,55,non_extinction,0
3,thinner,180,2.5,52,non_extinction,1
3,thinner,180,2.5,51,non_extinction,1
3,thinner,180,2.7,50,non_extinction,0
3,thinner,180,2.7,48,non_extinction,0
3,thinner,180,2.5,47,non_extinction,0
3,thinner,180,2.6,46,non_extinction,0
3,thinner,180,3.1,45,non_extinction,0
3,thinner,180,3.1,44,non_extinction,1
3,thinner,180,3.2,42,non_extinction,1
3,thinner,180,3.4,40,non_extinction,0
3,thinner,180,2.9,38,non_extinction,0
3,thinner,180,3.6,36,non_extinction,1
3,thinner,180,3.4,35,non_extinction,0
3,thinner,180,3.6,34,non_extinction,0
3,thinner,180,4,33,non_extinction,0
3,thinner,180,3.9,32,non_extinction,0
3,thinner,180,3.8,30,non_extinction,0
3,thinner,180,3.8,28,non_extinction,0
3,thinner,180,3.7,27,non_extinction,0
3,thinner,180,3.8,26,non_extinction,0
3,thinner,180,3.9,25,non_extinction,0
3,thinner,180,3.6,24,non_extinction,0
3,thinner,180,3.2,23,non_extinction,0
3,thinner,180,3.2,22,non_extinction,0
3,thinner,180,2.9,21,non_extinction,0
3,thinner,180,3.2,20,non_extinction,0
3,thinner,180,2.5,19,non_extinction,0
3,thinner,180,4.4,18,non_extinction,0
3,thinner,180,3.4,17,non_extinction,0
3,thinner,180,3.2,16,non_extinction,1
3,thinner,180,3.6,15,non_extinction,0
3,thinner,180,3.3,14,non_extinction,0
3,thinner,180,2.9,13,non_extinction,0
3,thinner,180,2.2,12,non_extinction,0
3,thinner,180,1.7,11,non_extinction,0
3,thinner,180,2.2,10,non_extinction,0
3,thinner,180,2.2,9,non_extinction,0
3,thinner,180,2.1,8,non_extinction,0
3,thinner,180,2.8,7,non_extinction,0
3,thinner,180,3.3,6,non_extinction,0
3,thinner,180,2.8,5,non_extinction,0
3,thinner,180,1.6,4,non_extinction,0
3,thinner,180,1.6,3,non_extinction,0
3,thinner,180,1.4,2,non_extinction,0
3,thinner,180,0,1,non_extinction,0
3,thinner,190,0,75,non_extinction,1
3,thinner,190,0,72,non_extinction,1
3,thinner,190,0,70,non_extinction,0
3,thinner,190,0,68,non_extinction,0
3,thinner,190,0,67,non_extinction,0
3,thinner,190,0,66,non_extinction,0
3,thinner,190,1,65,non_extinction,0
3,thinner,190,2.1,60,non_extinction,0
3,thinner,190,1.6,55,non_extinction,0
3,thinner,190,2.5,52,non_extinction,0
3,thinner,190,2.5,51,non_extinction,1
3,thinner,190,2.6,50,non_extinction,1
3,thinner,190,2.3,48,non_extinction,0
3,thinner,190,2.6,47,non_extinction,0
3,thinner,190,2.6,46,non_extinction,1
3,thinner,190,2.5,45,non_extinction,0
3,thinner,190,2.8,44,non_extinction,0
3,thinner,190,3.2,42,non_extinction,1
3,thinner,190,2.9,40,non_extinction,0
3,thinner,190,2.9,38,non_extinction,0
3,thinner,190,2.7,36,non_extinction,1
3,thinner,190,2.7,35,non_extinction,0
3,thinner,190,2.9,34,non_extinction,0
3,thinner,190,2.2,33,non_extinction,0
3,thinner,190,2.6,32,non_extinction,0
3,thinner,190,2.2,30,non_extinction,0
3,thinner,190,2.6,28,non_extinction,0
3,thinner,190,3.2,27,non_extinction,1
3,thinner,190,2.9,26,non_extinction,0
3,thinner,190,2.9,25,non_extinction,1
3,thinner,190,3.1,24,non_extinction,0
3,thinner,190,3.2,23,non_extinction,0
3,thinner,190,2.9,22,non_extinction,0
3,thinner,190,2.6,21,non_extinction,0
3,thinner,190,2.5,20,non_extinction,0
3,thinner,190,2,19,non_extinction,0
3,thinner,190,2.3,18,non_extinction,0
3,thinner,190,2.7,17,non_extinction,0
3,thinner,190,2.6,16,non_extinction,0
3,thinner,190,3.6,15,non_extinction,0
3,thinner,190,2.9,14,non_extinction,0
3,thinner,190,3.3,13,non_extinction,0
3,thinner,190,2,12,non_extinction,0
3,thinner,190,1.4,11,non_extinction,0
3,thinner,190,1.6,10,non_extinction,0
3,thinner,190,2,9,non_extinction,0
3,thinner,190,1.9,8,non_extinction,0
3,thinner,190,1.6,7,non_extinction,0
3,thinner,190,2.5,6,non_extinction,0
3,thinner,190,2.2,5,non_extinction,0
3,thinner,190,2,4,non_extinction,0
3,thinner,190,1.5,3,non_extinction,0
3,thinner,190,0.4,2,non_extinction,0
3,thinner,190,0,1,non_extinction,0
4,thinner,10,0,75,non_extinction,0
4,thinner,10,0,72,non_extinction,0
4,thinner,10,2.6,70,extinction,0
4,thinner,10,3.2,68,extinction,0
4,thinner,10,4.5,67,extinction,1
4,thinner,10,7.8,66,extinction,1
4,thinner,10,9.7,65,extinction,1
4,thinner,10,12,60,extinction,0
4,thinner,10,13.3,55,extinction,1
4,thinner,10,15.4,52,extinction,0
4,thinner,10,15.1,51,extinction,0
4,thinner,10,15.2,50,extinction,0
4,thinner,10,15.4,48,extinction,1
4,thinner,10,15.2,47,extinction,1
4,thinner,10,15.4,46,extinction,1
4,thinner,10,15.2,45,extinction,1
4,thinner,10,16,44,extinction,1
4,thinner,10,15.7,42,extinction,1
4,thinner,10,15.4,40,extinction,1
4,thinner,10,15.5,38,extinction,1
4,thinner,10,15.2,36,extinction,1
4,thinner,10,14.9,35,extinction,1
4,thinner,10,14.9,34,extinction,1
4,thinner,10,14.9,33,extinction,1
4,thinner,10,15.1,32,extinction,1
4,thinner,10,17,30,extinction,1
4,thinner,10,15.5,28,extinction,1
4,thinner,10,15.4,27,extinction,1
4,thinner,10,15.5,26,extinction,1
4,thinner,10,16.6,25,extinction,1
4,thinner,10,15.2,24,extinction,1
4,thinner,10,15.4,23,extinction,1
4,thinner,10,15.4,22,extinction,1
4,thinner,10,15.2,21,extinction,1
4,thinner,10,15.7,20,extinction,1
4,thinner,10,15.2,19,extinction,1
4,thinner,10,15.1,18,extinction,1
4,thinner,10,14.5,17,extinction,1
4,thinner,10,13.8,16,extinction,1
4,thinner,10,14.4,15,extinction,1
4,thinner,10,12.3,14,extinction,1
4,thinner,10,11.9,13,extinction,0
4,thinner,10,11.9,12,extinction,0
4,thinner,10,12.5,11,extinction,0
4,thinner,10,13.8,10,extinction,1
4,thinner,10,12.9,9,extinction,0
4,thinner,10,12.9,8,extinction,1
4,thinner,10,12.3,7,extinction,1
4,thinner,10,11.8,6,extinction,0
4,thinner,10,11,5,extinction,0
4,thinner,10,8.8,4,extinction,0
4,thinner,10,6,3,extinction,0
4,thinner,10,3.1,2,non_extinction,0
4,thinner,10,0.8,1,non_extinction,0
4,thinner,20,0,75,non_extinction,0
4,thinner,20,0,72,non_extinction,0
4,thinner,20,1,70,extinction,1
4,thinner,20,1.1,68,extinction,1
4,thinner,20,4,67,extinction,0
4,thinner,20,6.5,66,extinction,1
4,thinner,20,7.5,65,extinction,1
4,thinner,20,9,60,extinction,0
4,thinner,20,12,55,extinction,1
4,thinner,20,15,52,extinction,1
4,thinner,20,14.6,51,extinction,1
4,thinner,20,15.2,50,extinction,1
4,thinner,20,14.9,48,extinction,1
4,thinner,20,15.5,47,extinction,1
4,thinner,20,16,46,extinction,0
4,thinner,20,16.3,45,extinction,0
4,thinner,20,16,44,extinction,0
4,thinner,20,16,42,extinction,0
4,thinner,20,15.5,40,extinction,1
4,thinner,20,15.2,38,extinction,0
4,thinner,20,15.2,36,extinction,0
4,thinner,20,15,35,extinction,0
4,thinner,20,15.2,34,extinction,1
4,thinner,20,14.8,33,extinction,1
4,thinner,20,14.1,32,extinction,0
4,thinner,20,13.5,30,extinction,1
4,thinner,20,13.3,28,extinction,0
4,thinner,20,13.3,27,extinction,0
4,thinner,20,12.8,26,extinction,1
4,thinner,20,13.8,25,extinction,1
4,thinner,20,13.3,24,extinction,1
4,thinner,20,13.8,23,extinction,0
4,thinner,20,13.6,22,extinction,0
4,thinner,20,13.2,21,extinction,0
4,thinner,20,13.2,20,extinction,1
4,thinner,20,13.5,19,extinction,0
4,thinner,20,13.2,18,extinction,0
4,thinner,20,12.8,17,extinction,0
4,thinner,20,12.3,16,extinction,0
4,thinner,20,12.3,15,extinction,1
4,thinner,20,11.5,14,extinction,0
4,thinner,20,11.2,13,extinction,0
4,thinner,20,11.9,12,extinction,0
4,thinner,20,11.5,11,extinction,0
4,thinner,20,12.3,10,extinction,1
4,thinner,20,12,9,extinction,0
4,thinner,20,12.2,8,extinction,0
4,thinner,20,11.5,7,extinction,0
4,thinner,20,11,6,extinction,0
4,thinner,20,9.6,5,extinction,1
4,thinner,20,7.8,4,extinction,0
4,thinner,20,5,3,extinction,0
4,thinner,20,3.7,2,non_extinction,0
4,thinner,20,1,1,non_extinction,0
4,thinner,30,0,75,non_extinction,1
4,thinner,30,0,72,non_extinction,0
4,thinner,30,0.4,70,extinction,1
4,thinner,30,0.4,68,extinction,1
4,thinner,30,2.2,67,extinction,0
4,thinner,30,5,66,extinction,1
4,thinner,30,7,65,extinction,1
4,thinner,30,6.5,60,extinction,0
4,thinner,30,14.4,55,extinction,1
4,thinner,30,13.3,52,extinction,1
4,thinner,30,13.8,51,extinction,1
4,thinner,30,14.8,50,extinction,1
4,thinner,30,15.4,48,extinction,1
4,thinner,30,15.5,47,extinction,1
4,thinner,30,16,46,extinction,1
4,thinner,30,16,45,extinction,1
4,thinner,30,16.3,44,extinction,1
4,thinner,30,16.1,42,extinction,1
4,thinner,30,15.2,40,extinction,1
4,thinner,30,15.2,38,extinction,1
4,thinner,30,14.8,36,extinction,1
4,thinner,30,14.4,35,extinction,1
4,thinner,30,14.2,34,extinction,1
4,thinner,30,13.2,33,extinction,0
4,thinner,30,14.2,32,extinction,0
4,thinner,30,13.5,30,extinction,0
4,thinner,30,12.3,28,extinction,0
4,thinner,30,12,27,extinction,0
4,thinner,30,12.5,26,extinction,0
4,thinner,30,11.5,25,extinction,1
4,thinner,30,12.3,24,extinction,1
4,thinner,30,11.5,23,extinction,1
4,thinner,30,11.9,22,extinction,0
4,thinner,30,12,21,extinction,0
4,thinner,30,11.5,20,extinction,1
4,thinner,30,12.3,19,extinction,0
4,thinner,30,11.6,18,extinction,0
4,thinner,30,11,17,extinction,0
4,thinner,30,10.9,16,extinction,0
4,thinner,30,10.3,15,extinction,0
4,thinner,30,10.7,14,extinction,0
4,thinner,30,10,13,extinction,0
4,thinner,30,10.7,12,extinction,0
4,thinner,30,10.9,11,extinction,0
4,thinner,30,12,10,extinction,0
4,thinner,30,11.8,9,extinction,0
4,thinner,30,11.3,8,extinction,0
4,thinner,30,11.3,7,extinction,0
4,thinner,30,11,6,extinction,0
4,thinner,30,10.2,5,extinction,0
4,thinner,30,9.2,4,extinction,0
4,thinner,30,7.4,3,extinction,0
4,thinner,30,4.5,2,non_extinction,0
4,thinner,30,0,1,non_extinction,0
4,thinner,40,0,75,non_extinction,1
4,thinner,40,0,72,non_extinction,0
4,thinner,40,0,70,extinction,0
4,thinner,40,0,68,extinction,0
4,thinner,40,1.3,67,extinction,0
4,thinner,40,3.2,66,extinction,1
4,thinner,40,4.5,65,extinction,1
4,thinner,40,12.3,60,extinction,1
4,thinner,40,9.2,55,extinction,1
4,thinner,40,13.9,52,extinction,1
4,thinner,40,13.9,51,extinction,0
4,thinner,40,13.5,50,extinction,0
4,thinner,40,14.5,48,extinction,0
4,thinner,40,14.4,47,extinction,1
4,thinner,40,14.5,46,extinction,1
4,thinner,40,14.9,45,extinction,1
4,thinner,40,15.2,44,extinction,1
4,thinner,40,15.2,42,extinction,1
4,thinner,40,14.8,40,extinction,1
4,thinner,40,14.4,38,extinction,1
4,thinner,40,14.4,36,extinction,1
4,thinner,40,14.9,35,extinction,1
4,thinner,40,14.4,34,extinction,1
4,thinner,40,14.4,33,extinction,1
4,thinner,40,14.5,32,extinction,1
4,thinner,40,14.9,30,extinction,0
4,thinner,40,14.1,28,extinction,0
4,thinner,40,14.4,27,extinction,0
4,thinner,40,13.5,26,extinction,1
4,thinner,40,13.5,25,extinction,0
4,thinner,40,12.5,24,extinction,0
4,thinner,40,12.3,23,extinction,0
4,thinner,40,13.2,22,extinction,0
4,thinner,40,13.1,21,extinction,0
4,thinner,40,12.3,20,extinction,0
4,thinner,40,12,19,extinction,0
4,thinner,40,11.5,18,extinction,0
4,thinner,40,11.3,17,extinction,0
4,thinner,40,11.5,16,extinction,0
4,thinner,40,10.4,15,extinction,0
4,thinner,40,10.9,14,extinction,0
4,thinner,40,10,13,extinction,0
4,thinner,40,10,12,extinction,0
4,thinner,40,10.3,11,extinction,0
4,thinner,40,10,10,extinction,0
4,thinner,40,11.3,9,extinction,0
4,thinner,40,11.5,8,extinction,0
4,thinner,40,11,7,extinction,0
4,thinner,40,11.2,6,extinction,0
4,thinner,40,10,5,extinction,0
4,thinner,40,9.2,4,extinction,0
4,thinner,40,7.4,3,extinction,0
4,thinner,40,4.5,2,non_extinction,0
4,thinner,40,0,1,non_extinction,0
4,thinner,50,0,75,non_extinction,0
4,thinner,50,0,72,non_extinction,0
4,thinner,50,0,70,non_extinction,0
4,thinner,50,0,68,non_extinction,1
4,thinner,50,0,67,non_extinction,1
4,thinner,50,2.8,66,non_extinction,1
4,thinner,50,4,65,non_extinction,1
4,thinner,50,11.2,60,extinction,1
4,thinner,50,6.4,55,extinction,0
4,thinner,50,13.2,52,extinction,1
4,thinner,50,12.5,51,extinction,1
4,thinner,50,13.2,50,extinction,1
4,thinner,50,13.4,48,extinction,1
4,thinner,50,13.5,47,extinction,1
4,thinner,50,13.3,46,extinction,1
4,thinner,50,14.4,45,extinction,1
4,thinner,50,14.9,44,extinction,0
4,thinner,50,14.9,42,extinction,0
4,thinner,50,13.6,40,extinction,0
4,thinner,50,14.3,38,extinction,0
4,thinner,50,14.5,36,extinction,1
4,thinner,50,14.2,35,extinction,1
4,thinner,50,14.1,34,extinction,1
4,thinner,50,14.4,33,extinction,1
4,thinner,50,14.1,32,extinction,1
4,thinner,50,14.2,30,extinction,1
4,thinner,50,13.5,28,extinction,1
4,thinner,50,13.5,27,extinction,1
4,thinner,50,13.3,26,extinction,1
4,thinner,50,12.5,25,extinction,1
4,thinner,50,12.9,24,extinction,1
4,thinner,50,12.3,23,extinction,0
4,thinner,50,12.5,22,extinction,1
4,thinner,50,12.5,21,extinction,1
4,thinner,50,11.5,20,extinction,1
4,thinner,50,12.5,19,extinction,1
4,thinner,50,12,18,extinction,1
4,thinner,50,10.6,17,extinction,0
4,thinner,50,10.4,16,extinction,0
4,thinner,50,10.3,15,extinction,0
4,thinner,50,11,14,extinction,0
4,thinner,50,10,13,extinction,0
4,thinner,50,9.9,12,extinction,0
4,thinner,50,10.3,11,extinction,0
4,thinner,50,10.3,10,extinction,0
4,thinner,50,10.2,9,extinction,0
4,thinner,50,11.2,8,extinction,0
4,thinner,50,11.3,7,extinction,0
4,thinner,50,10.5,6,extinction,0
4,thinner,50,9.3,5,extinction,0
4,thinner,50,8.3,4,extinction,0
4,thinner,50,5.8,3,extinction,0
4,thinner,50,3.2,2,non_extinction,0
4,thinner,50,0,1,non_extinction,0
4,thinner,60,0,75,non_extinction,1
4,thinner,60,0,72,non_extinction,1
4,thinner,60,0,70,non_extinction,1
4,thinner,60,0,68,non_extinction,1
4,thinner,60,2.8,67,non_extinction,0
4,thinner,60,3.7,66,non_extinction,1
4,thinner,60,4.4,65,non_extinction,1
4,thinner,60,9.5,60,non_extinction,0
4,thinner,60,11,55,non_extinction,1
4,thinner,60,11,52,non_extinction,1
4,thinner,60,11.6,51,non_extinction,1
4,thinner,60,12.5,50,extinction,1
4,thinner,60,12.6,48,extinction,1
4,thinner,60,13.8,47,extinction,1
4,thinner,60,13.8,46,extinction,1
4,thinner,60,14.2,45,extinction,1
4,thinner,60,14.2,44,extinction,1
4,thinner,60,14.8,42,extinction,1
4,thinner,60,13.8,40,extinction,1
4,thinner,60,14.6,38,extinction,1
4,thinner,60,14.4,36,extinction,1
4,thinner,60,14.5,35,extinction,1
4,thinner,60,14.1,34,extinction,1
4,thinner,60,14.2,33,extinction,1
4,thinner,60,14.2,32,extinction,1
4,thinner,60,14,30,extinction,1
4,thinner,60,13.6,28,extinction,1
4,thinner,60,13.5,27,extinction,1
4,thinner,60,12.6,26,extinction,1
4,thinner,60,12.5,25,extinction,1
4,thinner,60,12.5,24,extinction,1
4,thinner,60,12.2,23,extinction,1
4,thinner,60,12.3,22,extinction,1
4,thinner,60,12.3,21,extinction,1
4,thinner,60,12,20,extinction,1
4,thinner,60,12.2,19,extinction,0
4,thinner,60,11.9,18,extinction,0
4,thinner,60,11.5,17,extinction,0
4,thinner,60,10.9,16,extinction,0
4,thinner,60,11.2,15,extinction,0
4,thinner,60,11,14,extinction,0
4,thinner,60,9.5,13,extinction,0
4,thinner,60,9.6,12,extinction,0
4,thinner,60,9.3,11,extinction,0
4,thinner,60,9.9,10,extinction,0
4,thinner,60,10.7,9,extinction,0
4,thinner,60,11,8,extinction,0
4,thinner,60,10.6,7,extinction,0
4,thinner,60,10.2,6,extinction,0
4,thinner,60,9.7,5,extinction,0
4,thinner,60,8.6,4,extinction,0
4,thinner,60,5.8,3,non_extinction,0
4,thinner,60,3.4,2,non_extinction,0
4,thinner,60,0,1,non_extinction,0
4,thinner,70,0,75,non_extinction,0
4,thinner,70,0,72,non_extinction,1
4,thinner,70,0,70,non_extinction,1
4,thinner,70,0,68,non_extinction,1
4,thinner,70,1.9,67,non_extinction,1
4,thinner,70,2.8,66,non_extinction,1
4,thinner,70,3.2,65,non_extinction,1
4,thinner,70,7.2,60,non_extinction,1
4,thinner,70,7.5,55,non_extinction,1
4,thinner,70,9.7,52,non_extinction,1
4,thinner,70,9.5,51,non_extinction,1
4,thinner,70,10.6,50,non_extinction,1
4,thinner,70,11,48,non_extinction,1
4,thinner,70,12.2,47,non_extinction,1
4,thinner,70,12,46,non_extinction,1
4,thinner,70,12.5,45,extinction,1
4,thinner,70,12.5,44,extinction,1
4,thinner,70,12.9,42,extinction,1
4,thinner,70,13.2,40,extinction,1
4,thinner,70,13.5,38,extinction,1
4,thinner,70,13.5,36,extinction,1
4,thinner,70,13.6,35,extinction,1
4,thinner,70,13,34,extinction,1
4,thinner,70,12.9,33,extinction,0
4,thinner,70,12.6,32,extinction,1
4,thinner,70,13,30,extinction,0
4,thinner,70,13.3,28,extinction,0
4,thinner,70,12.9,27,extinction,0
4,thinner,70,12,26,extinction,1
4,thinner,70,11.6,25,extinction,1
4,thinner,70,11.6,24,extinction,1
4,thinner,70,11.2,23,extinction,0
4,thinner,70,10.7,22,extinction,1
4,thinner,70,10.9,21,extinction,1
4,thinner,70,11,20,extinction,1
4,thinner,70,11.2,19,extinction,0
4,thinner,70,11,18,extinction,0
4,thinner,70,10.7,17,extinction,0
4,thinner,70,10.6,16,extinction,0
4,thinner,70,10.7,15,extinction,0
4,thinner,70,10.6,14,extinction,0
4,thinner,70,9.3,13,extinction,0
4,thinner,70,8.8,12,extinction,0
4,thinner,70,8.6,11,extinction,0
4,thinner,70,8.3,10,extinction,0
4,thinner,70,9.3,9,extinction,0
4,thinner,70,9.5,8,extinction,0
4,thinner,70,10.2,7,extinction,0
4,thinner,70,10.3,6,extinction,0
4,thinner,70,9.5,5,extinction,0
4,thinner,70,8.1,4,extinction,0
4,thinner,70,5.8,3,non_extinction,0
4,thinner,70,3.8,2,non_extinction,0
4,thinner,70,0,1,non_extinction,0
4,thinner,80,0,75,non_extinction,0
4,thinner,80,0,72,non_extinction,1
4,thinner,80,0,70,non_extinction,1
4,thinner,80,0,68,non_extinction,1
4,thinner,80,2,67,non_extinction,0
4,thinner,80,2.8,66,non_extinction,0
4,thinner,80,2.8,65,non_extinction,1
4,thinner,80,5.8,60,non_extinction,0
4,thinner,80,6.5,55,non_extinction,0
4,thinner,80,8.2,52,non_extinction,1
4,thinner,80,8.2,51,non_extinction,1
4,thinner,80,9,50,non_extinction,1
4,thinner,80,10.5,48,non_extinction,1
4,thinner,80,11.9,47,non_extinction,1
4,thinner,80,11.2,46,non_extinction,1
4,thinner,80,11.6,45,non_extinction,1
4,thinner,80,12,44,non_extinction,1
4,thinner,80,12.2,42,non_extinction,1
4,thinner,80,11.6,40,non_extinction,1
4,thinner,80,11.6,38,extinction,1
4,thinner,80,12.3,36,extinction,1
4,thinner,80,12.6,35,extinction,1
4,thinner,80,12.5,34,extinction,1
4,thinner,80,12.3,33,extinction,1
4,thinner,80,11.8,32,extinction,1
4,thinner,80,12.2,30,extinction,1
4,thinner,80,11.6,28,extinction,1
4,thinner,80,12,27,extinction,1
4,thinner,80,11.3,26,extinction,1
4,thinner,80,10.6,25,extinction,1
4,thinner,80,10.4,24,extinction,1
4,thinner,80,11.3,23,extinction,1
4,thinner,80,10.6,22,extinction,1
4,thinner,80,10.5,21,extinction,0
4,thinner,80,10,20,extinction,1
4,thinner,80,11,19,extinction,1
4,thinner,80,10.7,18,extinction,0
4,thinner,80,10.4,17,extinction,0
4,thinner,80,10.3,16,extinction,0
4,thinner,80,10.3,15,extinction,0
4,thinner,80,10.6,14,extinction,0
4,thinner,80,9.3,13,extinction,0
4,thinner,80,8.6,12,extinction,0
4,thinner,80,7.7,11,extinction,0
4,thinner,80,7.9,10,extinction,0
4,thinner,80,8.5,9,extinction,0
4,thinner,80,9.3,8,extinction,0
4,thinner,80,10,7,extinction,0
4,thinner,80,9.5,6,extinction,0
4,thinner,80,9.5,5,non_extinction,0
4,thinner,80,7.7,4,non_extinction,0
4,thinner,80,5,3,non_extinction,0
4,thinner,80,3.2,2,non_extinction,0
4,thinner,80,0,1,non_extinction,0
4,thinner,90,0,75,non_extinction,1
4,thinner,90,0,72,non_extinction,0
4,thinner,90,0,70,non_extinction,1
4,thinner,90,0,68,non_extinction,1
4,thinner,90,2.1,67,non_extinction,0
4,thinner,90,2.5,66,non_extinction,0
4,thinner,90,3.1,65,non_extinction,1
4,thinner,90,6.4,60,non_extinction,0
4,thinner,90,6.1,55,non_extinction,1
4,thinner,90,7,52,non_extinction,1
4,thinner,90,8.5,51,non_extinction,1
4,thinner,90,10,50,non_extinction,1
