SIZE,DISTANCE,AIRFLOW,FREQUENCY,STATUS,DESIBEL_DISCRETE
7,130,5.6,17,extinction,0
7,130,4.4,16,extinction,0
7,130,4.5,15,extinction,0
7,130,6.8,14,extinction,0
7,130,5.6,13,extinction,0
7,130,5,12,extinction,0
7,130,4.6,11,extinction,0
7,130,4,10,extinction,0
7,130,3.3,9,extinction,0
7,130,3.8,8,extinction,0
7,130,5.3,7,extinction,0
7,130,4.9,6,extinction,0
7,130,4.5,5,extinction,0
7,130,5,4,non_extinction,0
7,130,3.4,3,non_extinction,0
7,130,2.3,2,non_extinction,0
7,130,0,1,non_extinction,0
7,140,0,75,non_extinction,0
7,140,0,72,non_extinction,1
7,140,0,70,non_extinction,0
7,140,0,68,non_extinction,0
7,140,0.8,67,non_extinction,0
7,140,1.3,66,non_extinction,0
7,140,1.7,65,non_extinction,0
7,140,2.8,60,non_extinction,0
7,140,2.3,55,non_extinction,1
7,140,3.3,52,non_extinction,0
7,140,3.7,51,non_extinction,1
7,140,3.4,50,non_extinction,0
7,140,4.4,48,non_extinction,1
7,140,4.3,47,non_extinction,0
7,140,4.8,46,non_extinction,0
7,140,4.6,45,non_extinction,0
7,140,4.6,44,non_extinction,0
7,140,4,42,non_extinction,1
7,140,4.5,40,non_extinction,0
7,140,5.4,38,non_extinction,1
7,140,4.3,36,non_extinction,1
7,140,5.2,35,non_extinction,0
7,140,5.2,34,non_extinction,1
7,140,5.6,33,non_extinction,0
7,140,5.4,32,non_extinction,0
7,140,5.7,30,non_extinction,0
7,140,5.3,28,non_extinction,0
7,140,6,27,non_extinction,0
7,140,6.4,26,non_extinction,0
7,140,5.7,25,extinction,0
7,140,5.2,24,extinction,0
7,140,4.3,23,extinction,0
7,140,4.2,22,extinction,0
7,140,4,21,extinction,0
7,140,4.2,20,extinction,0
7,140,4.5,19,extinction,0
7,140,5.3,18,extinction,0
7,140,5.4,17,extinction,0
7,140,5.2,16,extinction,0
7,140,5.6,15,extinction,0
7,140,6,14,non_extinction,0
7,140,5,13,non_extinction,0
7,140,3.7,12,non_extinction,0
7,140,2.3,11,non_extinction,0
7,140,3.2,10,non_extinction,0
7,140,2.7,9,non_extinction,0
7,140,2.9,8,non_extinction,0
7,140,4.4,7,non_extinction,0
7,140,4.5,6,non_extinction,0
7,140,4.8,5,non_extinction,0
7,140,4.8,4,non_extinction,0
7,140,4.6,3,non_extinction,0
7,140,2.1,2,non_extinction,0
7,140,0,1,non_extinction,0
7,150,0,75,non_extinction,0
7,150,0,72,non_extinction,0
7,150,0,70,non_extinction,1
7,150,0,68,non_extinction,0
7,150,0,67,non_extinction,0
7,150,1,66,non_extinction,0
7,150,1.4,65,non_extinction,0
7,150,2.2,60,non_extinction,0
7,150,2,55,non_extinction,0
7,150,3.2,52,non_extinction,0
7,150,2.8,51,non_extinction,0
7,150,3.1,50,non_extinction,0
7,150,3.7,48,non_extinction,1
7,150,3.8,47,non_extinction,0
7,150,3.7,46,non_extinction,0
7,150,4,45,non_extinction,0
7,150,4.2,44,non_extinction,0
7,150,4.3,42,non_extinction,1
7,150,4.4,40,non_extinction,0
7,150,4.2,38,non_extinction,1
7,150,4.3,36,non_extinction,1
7,150,4.8,35,non_extinction,0
7,150,4.5,34,non_extinction,0
7,150,4.5,33,non_extinction,0
7,150,5.3,32,non_extinction,0
7,150,5.6,30,non_extinction,0
7,150,5,28,non_extinction,0
7,150,5.6,27,non_extinction,0
7,150,5.8,26,non_extinction,0
7,150,4.8,25,extinction,0
7,150,4.5,24,extinction,0
7,150,4.3,23,extinction,0
7,150,4,22,extinction,0
7,150,3.7,21,extinction,0
7,150,3.7,20,extinction,0
7,150,3.4,19,extinction,0
7,150,3.3,18,extinction,0
7,150,4.5,17,extinction,0
7,150,4.9,16,extinction,0
7,150,6,15,extinction,0
7,150,6.3,14,non_extinction,0
7,150,4.4,13,non_extinction,0
7,150,2.7,12,non_extinction,0
7,150,2.3,11,non_extinction,0
7,150,2.8,10,non_extinction,0
7,150,2.3,9,non_extinction,0
7,150,2.8,8,non_extinction,0
7,150,3.1,7,non_extinction,0
7,150,4.3,6,non_extinction,0
7,150,4.8,5,non_extinction,0
7,150,5.2,4,non_extinction,0
7,150,3.7,3,non_extinction,0
7,150,2.2,2,non_extinction,0
7,150,0,1,non_extinction,0
7,160,0,75,non_extinction,0
7,160,0,72,non_extinction,0
7,160,0,70,non_extinction,0
7,160,0,68,non_extinction,0
7,160,0,67,non_extinction,0
7,160,1,66,non_extinction,0
7,160,1.5,65,non_extinction,1
7,160,2.5,60,non_extinction,0
7,160,1.9,55,non_extinction,0
7,160,2.7,52,non_extinction,0
7,160,2.7,51,non_extinction,1
7,160,2.8,50,non_extinction,0
7,160,2.7,48,non_extinction,1
7,160,3.3,47,non_extinction,0
7,160,3.6,46,non_extinction,0
7,160,3.9,45,non_extinction,0
7,160,3.4,44,non_extinction,0
7,160,3.7,42,non_extinction,1
7,160,4,40,non_extinction,0
7,160,4.2,38,non_extinction,1
7,160,4.4,36,non_extinction,1
7,160,4.4,35,non_extinction,0
7,160,4.8,34,non_extinction,0
7,160,5.3,33,non_extinction,0
7,160,5.8,32,non_extinction,0
7,160,6,30,non_extinction,0
7,160,6.3,28,non_extinction,0
7,160,6.5,27,non_extinction,0
7,160,5.2,26,non_extinction,0
7,160,4.9,25,non_extinction,0
7,160,5.7,24,non_extinction,0
7,160,4.2,23,non_extinction,0
7,160,3.4,22,non_extinction,0
7,160,3.2,21,non_extinction,0
7,160,3.3,20,extinction,0
7,160,3.9,19,extinction,0
7,160,3.9,18,extinction,0
7,160,4,17,extinction,0
7,160,3.4,16,extinction,0
7,160,4.4,15,extinction,0
7,160,5.6,14,non_extinction,0
7,160,4,13,non_extinction,0
7,160,2.3,12,non_extinction,0
7,160,2.2,11,non_extinction,0
7,160,2.2,10,non_extinction,0
7,160,2.1,9,non_extinction,0
7,160,2.7,8,non_extinction,0
7,160,2.9,7,non_extinction,0
7,160,3.7,6,non_extinction,0
7,160,3.2,5,non_extinction,0
7,160,3.3,4,non_extinction,0
7,160,3.1,3,non_extinction,0
7,160,1.4,2,non_extinction,0
7,160,0,1,non_extinction,0
7,170,0,75,non_extinction,1
7,170,0,72,non_extinction,0
7,170,0,70,non_extinction,1
7,170,0,68,non_extinction,0
7,170,0,67,non_extinction,0
7,170,0,66,non_extinction,0
7,170,1.3,65,non_extinction,1
7,170,2.2,60,non_extinction,0
7,170,1.7,55,non_extinction,0
7,170,2.3,52,non_extinction,0
7,170,2.3,51,non_extinction,1
7,170,2.7,50,non_extinction,0
7,170,2.8,48,non_extinction,1
7,170,3.2,47,non_extinction,0
7,170,3.2,46,non_extinction,0
7,170,3.4,45,non_extinction,0
7,170,3.6,44,non_extinction,0
7,170,3.4,42,non_extinction,1
7,170,3.2,40,non_extinction,0
7,170,3.4,38,non_extinction,1
7,170,3.4,36,non_extinction,1
7,170,3.7,35,non_extinction,0
7,170,4,34,non_extinction,0
7,170,4.2,33,non_extinction,0
7,170,3.7,32,non_extinction,0
7,170,3.7,30,non_extinction,0
7,170,4.2,28,non_extinction,0
7,170,4.4,27,non_extinction,0
7,170,4.6,26,non_extinction,0
7,170,4.2,25,non_extinction,0
7,170,4.3,24,non_extinction,0
7,170,4.2,23,non_extinction,0
7,170,3.8,22,non_extinction,0
7,170,3.7,21,non_extinction,0
7,170,3.9,20,non_extinction,0
7,170,3.6,19,non_extinction,0
7,170,3.6,18,non_extinction,0
7,170,4.2,17,non_extinction,0
7,170,3.3,16,non_extinction,0
7,170,3.1,15,extinction,0
7,170,3.3,14,non_extinction,0
7,170,2.8,13,non_extinction,0
7,170,2.2,12,non_extinction,0
7,170,1.3,11,non_extinction,0
7,170,2,10,non_extinction,0
7,170,2.1,9,non_extinction,0
7,170,2.2,8,non_extinction,0
7,170,2,7,non_extinction,0
7,170,3.1,6,non_extinction,0
7,170,3.3,5,non_extinction,0
7,170,3.6,4,non_extinction,0
7,170,2,3,non_extinction,0
7,170,1.4,2,non_extinction,0
7,170,0,1,non_extinction,0
7,180,0,75,non_extinction,1
7,180,0,72,non_extinction,0
7,180,0,70,non_extinction,0
7,180,0,68,non_extinction,0
7,180,0,67,non_extinction,0
7,180,0,66,non_extinction,1
7,180,1.1,65,non_extinction,1
7,180,2.1,60,non_extinction,0
7,180,1.5,55,non_extinction,0
7,180,2.5,52,non_extinction,1
7,180,2.5,51,non_extinction,1
7,180,2.7,50,non_extinction,0
7,180,2.7,48,non_extinction,0
7,180,2.5,47,non_extinction,0
7,180,2.6,46,non_extinction,0
7,180,3.1,45,non_extinction,0
7,180,3.1,44,non_extinction,1
7,180,3.2,42,non_extinction,1
7,180,3.4,40,non_extinction,0
7,180,2.9,38,non_extinction,0
7,180,3.6,36,non_extinction,1
7,180,3.4,35,non_extinction,0
7,180,3.6,34,non_extinction,0
7,180,4,33,non_extinction,0
7,180,3.9,32,non_extinction,0
7,180,3.8,30,non_extinction,0
7,180,3.8,28,non_extinction,0
7,180,3.7,27,non_extinction,0
7,180,3.8,26,non_extinction,0
7,180,3.9,25,non_extinction,0
7,180,3.6,24,non_extinction,0
7,180,3.2,23,non_extinction,0
7,180,3.2,22,non_extinction,0
7,180,2.9,21,non_extinction,0
7,180,3.2,20,non_extinction,0
7,180,2.5,19,non_extinction,0
7,180,4.4,18,non_extinction,0
7,180,3.4,17,non_extinction,0
7,180,3.2,16,non_extinction,1
7,180,3.6,15,non_extinction,0
7,180,3.3,14,non_extinction,0
7,180,2.9,13,non_extinction,0
7,180,2.2,12,non_extinction,0
7,180,1.7,11,non_extinction,0
7,180,2.2,10,non_extinction,0
7,180,2.2,9,non_extinction,0
7,180,2.1,8,non_extinction,0
7,180,2.8,7,non_extinction,0
7,180,3.3,6,non_extinction,0
7,180,2.8,5,non_extinction,0
7,180,1.6,4,non_extinction,0
7,180,1.6,3,non_extinction,0
7,180,1.4,2,non_extinction,0
7,180,0,1,non_extinction,0
7,190,0,75,non_extinction,1
7,190,0,72,non_extinction,1
7,190,0,70,non_extinction,0
7,190,0,68,non_extinction,0
7,190,0,67,non_extinction,0
7,190,0,66,non_extinction,0
7,190,1,65,non_extinction,0
7,190,2.1,60,non_extinction,0
7,190,1.6,55,non_extinction,0
7,190,2.5,52,non_extinction,0
7,190,2.5,51,non_extinction,1
7,190,2.6,50,non_extinction,1
7,190,2.3,48,non_extinction,0
7,190,2.6,47,non_extinction,0
7,190,2.6,46,non_extinction,1
7,190,2.5,45,non_extinction,0
7,190,2.8,44,non_extinction,0
7,190,3.2,42,non_extinction,1
7,190,2.9,40,non_extinction,0
7,190,2.9,38,non_extinction,0
7,190,2.7,36,non_extinction,1
7,190,2.7,35,non_extinction,0
7,190,2.9,34,non_extinction,0
7,190,2.2,33,non_extinction,0
7,190,2.6,32,non_extinction,0
7,190,2.2,30,non_extinction,0
7,190,2.6,28,non_extinction,0
7,190,3.2,27,non_extinction,1
7,190,2.9,26,non_extinction,0
7,190,2.9,25,non_extinction,1
7,190,3.1,24,non_extinction,0
7,190,3.2,23,non_extinction,0
7,190,2.9,22,non_extinction,0
7,190,2.6,21,non_extinction,0
7,190,2.5,20,non_extinction,0
7,190,2,19,non_extinction,0
7,190,2.3,18,non_extinction,0
7,190,2.7,17,non_extinction,0
7,190,2.6,16,non_extinction,0
7,190,3.6,15,non_extinction,0
7,190,2.9,14,non_extinction,0
7,190,3.3,13,non_extinction,0
7,190,2,12,non_extinction,0
7,190,1.4,11,non_extinction,0
7,190,1.6,10,non_extinction,0
7,190,2,9,non_extinction,0
7,190,1.9,8,non_extinction,0
7,190,1.6,7,non_extinction,0
7,190,2.5,6,non_extinction,0
7,190,2.2,5,non_extinction,0
7,190,2,4,non_extinction,0
7,190,1.5,3,non_extinction,0
7,190,0.4,2,non_extinction,0
7,190,0,1,non_extinction,0
